	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	1q	2q	3q	4q	5q	6q	7q	8q	9q	10q	11q	12q	16q	17q	18q	19q	20q	1p	2p	3p	4p	5p	6p	7p	8p	9p	10p	11p	12p	16p	17p	18p	19p	20p
SNU840_OVARY				-1					-1		0	1	0	1	0	0					0	-1	1		0	-1		-1		1	-1	0	0	1				1					-1		0	1	-1	-1	-1	0	1	0	-1	0	-1	0
SNU878_LIVER		0	1	-1	0				-1		-1	1	-1		1	-1		1		-1	0	1	1	0	1	-1	0	0	0	0	-1		-1	1	-1	1	1	1	-1	0	0	1	-1	0		1	-1	-1	1	-1	1	-1		1	-1	-1
SNU886_LIVER	0	0	0		0	0		0		0		0	0	0	0		0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	-1	0	0	1	0	0	0	0	0	0	0		0	-1	0	0	0			0	0	0
SNU899_UPPER_AERODIGESTIVE_TRACT						0	1	0			1		1	0	1		0	-1	-1	1	0	0	0		1	-1	0	0	1	0	1	1	1	0	1	0	-1	-1	1	-1	1	-1	0		0	1	0	0	-1	1		0	0	-1		1
SNU8_OVARY		0		-1	1	0	1				-1	0	-1	1	-1	-1				1	0	-1	1	0	0	-1	1	0	1			-1	-1	0	-1	1	-1	1	1	0	0		-1	1		1		1	0	-1	0	-1	-1	0	-1	1
SNUC1_LARGE_INTESTINE		0		-1		0	1		0		0	0	1	0		0		-1	0	1	1	0	1	0		-1	0	0	1	1	0	-1	0	0	0	0	-1	0	1	0			-1	1	0	1		0	0	0	0	0	-1	-1	0	1
SNUC2A_LARGE_INTESTINE	0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0			0	0	0	0	0	0	0	0
SNUC4_LARGE_INTESTINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNUC5_LARGE_INTESTINE	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1		0	0	0	1	0	0	0	0	0
SQ1_LUNG		0		1					-1			0	-1	0	-1	0				0		-1	1	0	1	1		-1		0	-1	0	1	0	0	1			0	0	0	0			1	1	-1	-1	1	-1	0	0	-1	0	-1	0
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		1	0		0	1		1		0				1		0	1	-1	0	1	0	1	1	1	0	-1	0	1	0	1		0		0	0	1	-1	0		0	1	0	0		1	1	1		0	1	1	0	1	1	0	1
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SU8686_PANCREAS	0	1		0	0				-1		1		0	0		1	0				0	0	0	1	1	0	0	1			-1	-1	1	0	1	0	-1		1	0	1	-1	0	0		1	-1	-1	0	1	1	1	0	1	-1	0
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	1	0	1			0			0	0	0		0						1	0	1	0	1	0	1				0		0	0					1	0		1	0	1		1	0		0	0	0	0	0	0	1	
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0		0	0	0	1		0	0	0		1	0	0	0	0			0	0	0	0	0		0	0	0	1		0	0	0		0	0		0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	1	0	0	0		0
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0		0					0		0		0	0	0	0		0	0	0	0	0	0	0		0	0			0	0	0	0	0	0		0	0	0	0	0	0	0	1	1		1	0		0	0	0	0	0	0
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	0	0		1	0	0	0	0		1	0	0	0	0	0	0	1	0	0		0	0	0	0	1	1	0	0	0	0		0	0	0	0	1	0	0	0	0	0		1	0	0	0	0	1	0	0	0	0	1
SUIT2_PANCREAS	0	0	0		0		0		0	0								-1	-1		-1			0	0		0		0		0	0			0		-1	-1	1	0	0		0	0		0		0	0	-1	1		-1	-1	-1	-1
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	0	0	0	0		0	0	0	0	0		0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0		0	0	0			0				1	0	0	0			0	-1			0	0		0	0	0		0	0		0	0	0			0			0		0		0		1	0	0	1	0	0	0	0	0
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	0	1					0	0	0	0	0	0	0		0		0	0	0	1	0	0	0	1	0	0		0	0	0	0	0		0	0	0	0	0	0		1		1	0		0	0	0	0	0	0		0
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	0		-1				0	0	0		0	0	0			0	0	0	0	0	0	0		0	-1	0		0		0	0	0		0	0	0			0	0		-1			0	-1	0	0	0
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0
SW1088_CENTRAL_NERVOUS_SYSTEM		0	0		1	-1	1	-1		-1	-1	0	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	0	0	0	1	-1	1	-1	0	-1	-1	0	0	-1	-1		1	0	0	0	-1	1	-1	1	-1		-1	-1	0	0	-1	-1	-1	1
SW1116_LARGE_INTESTINE	-1	0			1						0	0	0	0				-1	-1		0	-1	-1	0	1	-1	1			0		0	0	0	-1	0	-1	-1	1	-1	0	-1	0	1	-1	1	-1		-1	0	0	0		-1	-1	-1
SW1271_LUNG	-1	0			1	0	0						0	0			0			1	-1		-1	0	0	-1	1	0	0		1	-1		0		0				-1			0	1			-1	-1	0	0	1	-1		-1	0	1
SW1353_BONE	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SW1417_LARGE_INTESTINE		1	1	-1			1		0	0	1	0	-1	0	0	0					0		0	1	1	-1			1		0	0	1	0	0	0			1		1	1	-1	1	0	1	-1	0	0	1	0	0	-1	0	0	
SW1463_LARGE_INTESTINE	0	0			1	0	1		0	0	1	1	1	1	-1	0		-1	0	1	1	-1	0	0	1	-1	1	0	1	1	0	0	1	1	0	0	-1	0	1	0	0	0	0	1	0	1	-1	0	0	1	1	0	-1	-1	0	1
SW1573_LUNG	1		0	-1	1		1		1		0	1		0	0	0	1	-1		1	0	-1	1	0	0	-1	1	1	1	1	1		0	1	0	1	-1		1	1	1	0		1		1	-1	1	1	0	1	0	1	-1		1
SW1710_URINARY_TRACT	0	0	0	0		0	0	0		0		0	-1	-1	0	0	0	0	0	1	0	0	0	0	0	0		0	0			0		0	0	0	0	0	1	0	0	0	0	0	0		0	-1	0	0	0	0	0	0	0	1
SW1783_CENTRAL_NERVOUS_SYSTEM	0	-1		-1	0	0	1	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	-1		-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0
SW1990_PANCREAS		0		-1			0	0	-1					1	-1	0		-1				0	0	0	0	-1		-1	0	0	-1			-1	0	1	-1		1	-1	0	-1	-1	-1		0	0	-1	0		0	0		-1	0	0
SW403_LARGE_INTESTINE		0		-1	0	0			0	0	0		1	-1		1		-1	-1	1	0	-1		0		-1	0		0	1	0	0	0		1	0	-1	-1	1		0		-1	0	0	1		0	0	0		1	-1	-1	-1	1
SW480_LARGE_INTESTINE	-1	0		-1		-1		-1		-1	0				-1	-1	0				0	-1	-1	0		-1		-1		-1	0	-1	0	-1	-1	0	-1	0	1	-1	0		-1		-1	1	-1	-1	-1	0	0	-1	0	0	-1	
SW48_LARGE_INTESTINE	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SW579_THYROID			0	-1		-1		0	-1	-1		-1	-1	0	0	0	-1	0	0	1	0	0	-1		0	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	0	0	1		0	0	-1	0	-1	1	0	-1	-1	-1		0		0		1
SW620_LARGE_INTESTINE	0	0	0			0	1	0	0		1			0	0				0	1	0	0	0	0	0			0		0	0		1	0			-1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0		0	0	1
SW780_URINARY_TRACT	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0		0	0	0	0	0	-1	0		0	0	0	0	-1	0
SW837_LARGE_INTESTINE		0		0			0		0	0		0	-1	0	0	0		-1			0	-1	0	0	0	0			0	0	0	0		0	0	0	-1	0	1		0	-1	0	0	0	0		0	0	0	0	0	-1	-1	-1	-1
SW900_LUNG						-1	0					0	0	0		-1		-1		0	-1		1		0	-1		-1	0	0	-1	0	0	0	-1		-1	0	0	-1	0	-1			-1	0	-1	0	-1	-1		-1	1		-1	0
SW948_LARGE_INTESTINE		1	0	-1	-1	0	1	0		-1	0	0	1	-1		-1	0	-1			-1	-1	0	1	0	-1	-1	0	1	0	1	-1	0	0	-1	0	-1		1	-1	1	0	-1	0	0	1	0		-1	0	0	-1	0	-1	0	
T173_BONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T24_URINARY_TRACT		-1		-1	0	-1	-1			-1	1	0	0	0	1	0	0	-1	-1	1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	1	0	0	0	-1	-1	1	0	-1	-1	-1	0	-1	-1	-1		-1	1	0	0	0	-1	-1	1
T3M10_LUNG	0	0			0		0		0	0	0			1	0	0		0	0	0	0	-1	0	0	0		0	-1	0		0	0	0		0	0	0	0	0	0	0	-1	0		0	0	0	0	0	0	0	0	-1	0	0	0
T3M4_PANCREAS	0	-1				-1		0		-1			0	-1	0	0		-1	-1		-1		0	-1	0	0	0	-1	-1	0	0	-1	1		0		-1		1	0	-1	-1	-1	1		1	0	-1	-1	0		0		-1	-1	-1
T47D_BREAST		-1		-1	0				-1				-1	1	0			-1	-1		0	-1	1	-1		-1		-1		1			1	1		1	-1	-1	1	-1	-1			0	0	1		-1				0	-1	-1	-1	0
T84_LARGE_INTESTINE	0	0	0	-1			1		-1	0		1	-1	0	0	0		-1	0		-1	-1				-1						0	0	1	0		-1		1		0		-1	-1	0	1	-1	-1	0	1	1	0	-1	-1	0	
T98G_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0				-1	-1	0	0	0	-1	-1	0	0	-1	-1	1	0	0	0	0	0	0	0	-1			-1	-1	0	0	0	0	-1	-1	1	0		0	0	0	0	1	0	-1	-1	0	0	0	0	-1	-1	1
TC32_BONE		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TC71_BONE	0	0	0	0	0	0	0		0	0	0	0			0	0		0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	-1	0	0	0
TCCPAN2_PANCREAS		1		-1	1		1	1		0			1	1	1	1		-1	1			-1	0	1		-1	1		1	1	0	0		1	1		-1	1	1	-1	1	-1	-1	1	1	1		-1	0	1		1	-1	-1		-1
TCCSUP_URINARY_TRACT		-1	0	-1	1		1	0	0		0	0		0	0	1	0		0	1	0	0	1	-1	0	-1	1		1	0	0	1	0	0	1	0	-1	0	1	0	-1	0	-1	1		1	0	0	0	0	0	1	0	0	0	1
TE10_OESOPHAGUS							0		-1	-1		0	-1	1			0				-1			-1				-1	0		-1	-1		0	1						0	-1	-1	1	0	0	-1	-1	-1	-1	0	0			-1	-1
TE11_OESOPHAGUS	0			-1					0	0		0	-1	1	0	0		-1	-1		0		0	0	1	-1	0	-1			0	0		0	0		-1	-1	0	0	-1	-1	-1	1	0	0		0	0	0	0	0	-1	-1	-1	-1
TE125T_SOFT_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE14_OESOPHAGUS											0		0	0	0		0	0			-1	-1	0				-1	0		1			0	0	0	0	0		0		0	-1	0		-1	0	0		0	0	-1		0	0	-1	1
TE159T_SOFT_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE15_OESOPHAGUS	0	-1		-1		0		-1		-1		0		1	1				-1	1		0	0	-1	0	-1	0	0	-1	-1	1	-1			0		-1	-1	1	0		-1	-1	1	0	0	-1	0	-1	-1	0	-1			-1	1
TE1_OESOPHAGUS				-1											-1								0			-1	-1	-1	0		0						-1	0	1	0			-1	1	0	1	-1	-1	-1	-1	-1		0	1		-1
TE441T_SOFT_TISSUE	0	0	0	0	0	0	0	1		0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	1		0	0	0	0	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TE4_OESOPHAGUS			-1	-1	-1	-1				0					1				-1		-1	0	0		-1	-1	-1	-1	-1		0	0				-1		-1	-1	-1	0	-1	-1		-1	1	-1	-1			-1			1	-1	1
TE5_OESOPHAGUS		0		-1		0				0											-1			0		-1		0				0			1			-1	1		0	-1	-1	1	0	1		-1	0	-1	1		-1		0	
TE617T_SOFT_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE6_OESOPHAGUS	0			-1					-1	-1	-1	-1	-1	1		-1	0		0	0	0	-1	0	-1		-1		-1	-1	1	-1	-1	-1	-1	-1	0			0		0	-1	-1	1	0	1	-1	-1		-1		-1	0	-1	0	0
TE8_OESOPHAGUS	-1			-1		-1							-1	0			-1	-1			-1	0	-1	-1	1	-1	0	-1	-1		1		-1	0	0	-1	-1		1	-1	0	-1	-1	1	-1	1	-1	0	0	0	1	-1	-1	-1	0	
TE9_OESOPHAGUS					0	0						0		1	1	1					-1	1		0			0	0		0	1	0		0	1		-1		1	0	1	-1	-1		0		-1	-1	-1	0	0	1	1	1	0	0
TEN_ENDOMETRIUM	0		1			0	1	1	-1	0		1			1					1	-1			0	1	0		0	1	1	-1	0	1	1		1	-1		1	0			-1			1	1	-1	0		1	1		1		1
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			0	0		1			0			0				0	0	0	1			0	0			0	0	1		1	0		1	0	0	0	0	1	1				0	1	1	0	0	0	1	0	0	0	0	0		0
TGBC11TKB_STOMACH	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	1	0	0	0	0	0	0	0		0		0	0	0	0	0	1	0	0	0	0	0
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0	0		0	1		-1	0	0	0	0	0	0		0	0		0	0	1	0	0	0	0	1	0	1	0	-1		0	0	0	0	0	0		0	0	0	0		0	1		-1	0		0	-1	0	0	
TM31_CENTRAL_NERVOUS_SYSTEM			0										-1					0				0									0				0		0		-1		0				0		0	-1	-1		1	-1	1		-1	0
TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0			0	1		0				0	0	0				0		1	0	1	0	0		0		1		0	0				1	1	0	1	0	0		0	1	0	1	0	0		1	1	0		0	0	0
TOV112D_OVARY	0	0	0	0	0	0	1		0		0	0	0		0	0	0	0	0			0	0	0	0	0	0	0	1		0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
TOV21G_OVARY	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TT2609C02_THYROID	0	0	0	0	0	0	1	1	1	1	0			1	0			-1	0	0	0			0	0	0	0	0	1	1	1	1			0	1	-1	0	0	0	0	0	0	0	0	1	1		1	0	1			-1	0	0
TT_OESOPHAGUS				-1											1		0		-1		-1							-1			0		-1	-1	1	0	-1	-1		-1		-1	-1	1		1	-1	-1	1	0	1	-1	0		-1	-1
TT_THYROID		0		0	0	0	0		-1	0		0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	-1	0		0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	-1	0			0	0	0	0	0
TUHR10TKB_KIDNEY	0			0	0	0	1			0	0	0	-1	-1	0			0		0	1	-1	0			0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	1	-1	-1	0	0	0	0	-1	0		0
TUHR14TKB_KIDNEY	0	0				-1	1	0	0			0		-1	0	0	0	0	0	0	0	0	0	0				-1	1	0	0			0	0	0	0	0	0		0		0	0	-1	1			0	0	0	0	0	0	0	0
TUHR4TKB_KIDNEY	1			0	1	0	1	0	0	0	0	1	1	-1	0	0	1	1	0	1	0	0	1		1	0	1	0	1	0	0	0	0	1	0	1	1	0	1		1		0	1	0	1	0	0	0	0	1	0	1	1	0	1
TYKNU_OVARY	0	0		-1	0	-1	1	0	-1	-1	0	-1	-1	-1	-1		-1	-1	-1	0	-1	-1	0	0	0	-1	0	-1	1	0	-1	-1	0	-1	0	-1	-1	-1	0	0	0	-1	-1	0	-1	1	0	-1	-1		-1	-1	-1	-1	-1	0
U118MG_CENTRAL_NERVOUS_SYSTEM			1	-1			1			-1	0	1	-1		0		0	1		1	0	1	-1			-1			1			-1	0			0	1	0	1	0	0	1	-1	0	1	1	0	-1	-1	0	1	1	0		1	1
U138MG_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	-1	-1		0	-1	-1	0	0	-1		0	0		0			-1	0	0	0	0	0	-1	-1		0	-1	-1	0	0	0		0	0	1	0	0	0	0	-1		0	0	-1	-1	0	0	0	-1			0
U178_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0	0		0	0	-1	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0		0	0	0	0	0	0	0	0	0	0	0	1	0		-1	0	0	0	0	0	0	0
U251MG_CENTRAL_NERVOUS_SYSTEM	0	0	0		0	0	1		0		0	-1	-1	-1			1	-1	0	0	-1	-1	0	0	0		0	0	1	0	0	0	0	-1		1	-1	0		0	0	0	0	0	0	1	-1	0	-1		-1	-1	1		0	0
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0			0	0		0		0						0		0			0	0		0			0	0		0		0		0	0		0	0	1	0		0	0	0	0			0		0		0	-1	0		-1
U2OS_BONE	0			0				0		0	0		-1										0			0	0				0				0			0		0		0		1	0		0			0				1	-1	0
U343_CENTRAL_NERVOUS_SYSTEM		0	0				1	0	0			-1	0	-1	0	0	0	-1	0	1	0	-1	0	0	0	-1	0	-1	1	0	0	0		-1	0	0	-1	0	1		0	0		1	0	1	0		-1	0	-1		0	0	0	1
U87MG_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0			0		0					0	0	0	0	0		0	0	0	0	0	0	0			0	0	0			0	0	0	0	1	0	0	0	0	0		0	0		0	0	0		0	0	0	-1
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0		-1	-1	0	0	0	-1	-1	-1	-1		-1			-1	0	0	0	0	-1	0			-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0		-1		0	0	-1	-1	-1	-1		-1	0	0	
UACC257_SKIN	1	1		-1	0		1		-1	-1	-1		1	0	-1	0	1	-1	1	1	1	0	1	1	0	-1	0		1	1	-1	-1	-1		0	1	-1	1	1	1	1		-1	0	1	1	-1	-1	-1	-1	0	0	1	-1	1	1
UACC62_SKIN	0	0	0		0	0	0	0	0	-1	0	0	-1	0	0	0	0		0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0		0	-1	0	0		0	0	0	0	0		0	0	-1	0	0		0	0	0	0
UACC812_BREAST		-1	0	-1		0			-1	0				0				0			1	-1			0	-1	0	0	-1	1	-1	0	0	0	-1		0	0		-1	-1	0	-1		0	0		-1	0		-1	0		0	-1	
UACC893_BREAST		1											-1		0				-1		0		1	1	0	1	-1		0	1				0	1			-1		-1		-1	-1	1		1	-1	-1	1		1	0	-1	1	-1	-1
UMRC2_KIDNEY						-1	0			-1		0	-1	-1	-1	0		-1		0	-1	-1	0		0			-1	0			-1	0	0	0	0	-1	0	0		-1	-1	0		-1	0	0	0	-1	-1	0	0	-1	-1		0
UMRC6_KIDNEY	1	1		-1		-1	1			0	-1		0	-1		0				0	-1	-1	1	1		-1		-1	1	1		0	-1		0			0	0		1	-1	-1	-1	-1	1			0	-1	0	0	0	0		0
UMUC1_URINARY_TRACT		0			0	-1	0			0	0	-1	0	0					0	1	1	1	0	0	0	-1	0	-1	0	1	0	0	0	-1	1	0		0	1	-1	0		0	0	-1	0	-1		0	0	-1	-1	-1	-1	0	1
UMUC3_URINARY_TRACT		-1		-1		0							0	0		-1		-1				-1	-1	-1	0	-1		0	1	1		0		0	-1	-1	-1	0				-1	-1	0			0	1	-1	-1	1	-1		-1		1
UOK101_KIDNEY		0		-1		0		0					-1	-1	0			-1		1	1	1	0	0	1	-1		0	0	0	1			0	-1	1	-1	1	1		0		-1		0	1	0	0	0	1		0	0	-1		1
UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	0	0	1	0	0	-1	0		0		0	0	0	0	0	1		1	0	0	0	0	0	0	1	0	0	1			0	0	0	0	1		1		0	0	0		0	0		0	0	0	0	0	0		0
VCAP_PROSTATE	0	0				0	1			0		1	0	0		-1		0		1	1	0	0	0	0			0	1	1			1	1	-1		0	1	1	0	0	1					-1	1	0	0	1	-1	0	0		1
VMCUB1_URINARY_TRACT	0	0	0	0	0	0			0	0		0	0	0	0				0	0		0		0	0	0	0	0			0	0				1		0	0	0	0		0		0		0	0	0	0			0	0	0	0
VMRCLCD_LUNG		1		0			1		0		0	1	-1	0				-1	0			0	1	1	1	0	0		1		0		0	1	0	1	-1				1	-1	0	1		1			0	0	1	1	0		0	1
VMRCLCP_LUNG	0	0		-1		0	0		-1	0		0		0		0			0	1	0	0		0		-1	-1	0	0	0	-1	0		0	0	0		0	1		0	-1	-1	0	0	0		-1	0		0	0	-1		0	1
VMRCRCW_KIDNEY	0			0	1	0	1		0	0	0	0	-1	-1	0	1	0	0	0		0	0	0		1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	-1	0	0	0	0	1	0	0	0	-1
VMRCRCZ_KIDNEY						0	1	0	-1	0	0	0	-1	-1	0	0		0	0	0	0	0			0	-1		0	1	0	-1	0	0	0	0	0	0	0	0		0	-1	0		0	1	0	-1	0	0	0	0	-1	0	0	0
WM115_SKIN	0	0	0	0	0		1	0		-1	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0		0	0	0	0		1	0		-1	0	0	0	0	0	0	0
WM1799_SKIN		-1	0	-1		-1	0	1	-1	-1	-1	0	0	-1		-1	0	-1	-1	0	0	1	0	-1	0	-1	-1	-1		1	-1	-1	-1	0	-1	0	-1	-1	0	-1	-1	0	-1	1	-1	0	1	-1	-1	-1	0	-1	0	-1	-1	0
WM2664_SKIN	0	0	0	0			1	0		0	0	0	0	0	0	-1	0	0	0	0	0	0		0	0	0		0	1	0	0	0	0	0	-1	0	0	0	0		0	0	0	0		1			0	0	0	-1	0		0	0
WM793_SKIN			0	0	0		1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	1	1	0	0	0		1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
WM88_SKIN			0	0		0	1	0		0		0		0	1		0	1	0	1	1	0	1		0	0	0	0	1	0	0	0		0	0	0	1	0	1	0	0	0	0	1					0		0		0	1	0	1
WM983B_SKIN		0		-1	0					-1	-1	-1	-1	-1		-1			-1	1	0	-1	-1	0	0	-1	0	-1				-1	-1	-1	-1		-1	-1	1	0	0		-1	0	0	0	0	-1	-1	-1		-1		0	-1	1
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YAPC_PANCREAS		0		0	1						1	0	0	1		0								0	1	0	1	0		1	1	1	1	0	0	1	-1		1	-1	0	-1	0			1	-1	-1	-1	1		0	-1	1		-1
YD10B_UPPER_AERODIGESTIVE_TRACT	0			-1		0								0	1	0			-1	1	-1	0		0	1	-1		0	0	1	1	1		0	0		-1	-1	1	0	1	-1	-1	0	0	1			-1	1	1	0	0	1	-1	1
YD15_SALIVARY_GLAND	0	0					0					0	0	0	0	0				1		0	0	0	1	-1	0	-1	0		0	0	1	0	0		-1	-1	1	0		-1		1	0	0	-1		-1		0	0	1	1		1
YD38_UPPER_AERODIGESTIVE_TRACT	0	0		-1		0				0	-1		-1	0		0			0		-1	-1		0		-1		0	0	1		0		0	0		-1	0	1	0	0	-1	-1	0	0	1	0	0	0	-1	1	0	0	0	0	0
YD8_UPPER_AERODIGESTIVE_TRACT	0		0		1				1	1			-1	1	0	1			0	1	0	0	0		0		1	1	0	1	1	1			1	0		0	1		0		0			1	-1		1	1		1	1	1	0	1
